iter	Passed	Remaining
5235	4465479	4062937
5236	4466267	4062025
5237	4467149	4061200
5238	4467923	4060275
5239	4468721	4059372
5240	4469518	4058469
5241	4470389	4057633
5242	4471277	4056812
5243	4472064	4055899
5244	4472939	4055066
5245	4473812	4054232
5246	4474600	4053321
5247	4475486	4052498
5248	4476372	4051675
5249	4477243	4050839
5250	4478143	4050029
5251	4479020	4049198
5252	4479808	4048286
5253	4480698	4047467
5254	4481576	4046638
5255	4482463	4045815
5256	4483362	4045004
5257	4484180	4044120
5258	4485059	4043290
5259	4485952	4042474
5260	4486838	4041651
5261	4487632	4040745
5262	4488423	4039836
5263	4489313	4039017
5264	4490093	4038099
5265	4490968	4037265
5266	4491853	4036442
5267	4492723	4035605
5268	4493512	4034694
5269	4494395	4033869
5270	4495189	4032963
5271	4495983	4032057
5272	4496873	4031238
5273	4497662	4030328
5274	4498541	4029499
5275	4499320	4028580
5276	4500114	4027674
5277	4500996	4026848
5278	4501875	4026019
5279	4502665	4025109
5280	4503540	4024277
5281	4504426	4023454
5282	4505210	4022540
5283	4506002	4021632
5284	4506880	4020802
5285	4507670	4019893
5286	4508462	4018986
5287	4509344	4018160
5288	4510226	4017333
5289	4511017	4016425
5290	4511807	4015517
5291	4512685	4014687
5292	4513466	4013770
5293	4514346	4012941
5294	4515223	4012111
5295	4516016	4011204
5296	4516904	4010383
5297	4517792	4009561
5298	4518673	4008734
5299	4519459	4007822
5300	4520334	4006989
5301	4521218	4006164
5302	4522090	4005329
5303	4522971	4004500
5304	4523753	4003585
5305	4524538	4002673
5306	4525426	4001851
5307	4526214	4000942
5308	4527102	4000120
5309	4527897	3999216
5310	4528776	3998387
5311	4529642	3997546
5312	4530435	3996640
5313	4531221	3995729
5314	4532018	3994827
5315	4532903	3994003
5316	4533774	3993166
5317	4534663	3992345
5318	4535540	3991514
5319	4536339	3990614
5320	4537117	3989696
5321	4537996	3988866
5322	4538782	3987955
5323	4539669	3987133
5324	4540549	3986304
5325	4541429	3985475
5326	4542308	3984645
5327	4543103	3983742
5328	4543981	3982911
5329	4544771	3982004
5330	4545560	3981096
5331	4546452	3980278
5332	4547244	3979371
5333	4548115	3978535
5334	4548900	3977623
5335	4549789	3976802
5336	4550677	3975981
5337	4551561	3975155
5338	4552347	3974244
5339	4553224	3973413
5340	4554110	3972589
5341	4554990	3971760
5342	4555860	3970922
5343	4556745	3970098
5344	4557528	3969185
5345	4558419	3968365
5346	4559298	3967536
5347	4560090	3966630
5348	4560973	3965804
5349	4561861	3964982
5350	4562739	3964151
5351	4563624	3963327
5352	4564412	3962418
5353	4565207	3961515
5354	4566085	3960685
5355	4566978	3959866
5356	4567864	3959043
5357	4568650	3958132
5358	4569519	3957293
5359	4570407	3956472
5360	4571281	3955637
5361	4572153	3954801
5362	4573033	3953972
5363	4573811	3953055
5364	4574693	3952228
5365	4575480	3951319
5366	4576367	3950495
5367	4577155	3949586
5368	4577948	3948682
5369	4578738	3947776
5370	4579614	3946943
5371	4580501	3946120
5372	4581386	3945295
5373	4582268	3944468
5374	4583062	3943564
5375	4583946	3942739
5376	4584832	3941915
5377	4585709	3941084
5378	4586488	3940167
5379	4587375	3939344
5380	4588165	3938438
5381	4588957	3937533
5382	4589837	3936704
5383	4590718	3935876
5384	4591600	3935048
5385	4592476	3934215
5386	4593355	3933385
5387	4594236	3932556
5388	4595123	3931733
5389	4596010	3930910
5390	4596890	3930081
5391	4597686	3929179
5392	4598573	3928356
5393	4599460	3927533
5394	4600246	3926624
5395	4601029	3925711
5396	4601918	3924890
5397	4602718	3923992
5398	4603604	3923168
5399	4604395	3922263
5400	4605276	3921434
5401	4606149	3920598
5402	4607028	3919768
5403	4607811	3918856
5404	4608598	3917948
5405	4609467	3917109
5406	4610256	3916203
5407	4611148	3915383
5408	4612024	3914550
5409	4612817	3913647
5410	4613604	3912739
5411	4614492	3911916
5412	4615381	3911094
5413	4616266	3910269
5414	4617060	3909367
5415	4617847	3908459
5416	4618640	3907555
5417	4619517	3906723
5418	4620310	3905820
5419	4621099	3904914
5420	4621881	3904002
5421	4622756	3903168
5422	4623643	3902344
5423	4624524	3901515
5424	4625406	3900688
5425	4626294	3899865
5426	4627174	3899035
5427	4628060	3898211
5428	4628941	3897382
5429	4629717	3896465
5430	4630594	3895633
5431	4631475	3894804
5432	4632366	3893984
5433	4633161	3893083
5434	4634048	3892259
5435	4634937	3891437
5436	4635725	3890530
5437	4636615	3889709
5438	4637499	3888883
5439	4638295	3887982
5440	4639077	3887071
5441	4639965	3886248
5442	4640746	3885335
5443	4641626	3884506
5444	4642493	3883665
5445	4643368	3882831
5446	4644257	3882009
5447	4645139	3881181
5448	4646023	3880354
5449	4646910	3879530
5450	4647804	3878712
5451	4648692	3877889
5452	4649572	3877059
5453	4650446	3876225
5454	4651233	3875316
5455	4652105	3874481
5456	4652983	3873649
5457	4653762	3872735
5458	4654556	3871834
5459	4655349	3870931
5460	4656228	3870100
5461	4657119	3869280
5462	4658000	3868450
5463	4658880	3867621
5464	4659758	3866789
5465	4660642	3865962
5466	4661525	3865134
5467	4662415	3864313
5468	4663293	3863482
5469	4664082	3862576
5470	4664869	3861669
5471	4665746	3860837
5472	4666543	3859938
5473	4667425	3859110
5474	4668311	3858285
5475	4669191	3857454
5476	4669986	3856554
5477	4670777	3855651
5478	4671565	3854744
5479	4672362	3853846
5480	4673248	3853021
5481	4674122	3852186
5482	4675002	3851355
5483	4675793	3850452
5484	4676680	3849628
5485	4677555	3848794
5486	4678435	3847964
5487	4679327	3847143
5488	4680215	3846320
5489	4681001	3845412
5490	4681789	3844507
5491	4682663	3843672
5492	4683541	3842840
5493	4684433	3842020
5494	4685320	3841195
5495	4686205	3840368
5496	4687089	3839542
5497	4687973	3838715
5498	4688851	3837883
5499	4689640	3836978
5500	4690425	3836070
5501	4691314	3835247
5502	4692202	3834423
5503	4693092	3833602
5504	4693888	3832702
5505	4694756	3831862
5506	4695635	3831031
5507	4696519	3830204
5508	4697312	3829303
5509	4698189	3828470
5510	4698979	3827566
5511	4699850	3826728
5512	4700635	3825821
5513	4701420	3824913
5514	4702204	3824005
5515	4703090	3823179
5516	4703873	3822270
5517	4704763	3821448
5518	4705552	3820543
5519	4706437	3819717
5520	4707324	3818892
5521	4708212	3818068
5522	4709100	3817244
5523	4709986	3816419
5524	4710866	3815588
5525	4711752	3814763
5526	4712544	3813861
5527	4713423	3813029
5528	4714318	3812211
5529	4715202	3811384
5530	4716073	3810546
5531	4716964	3809724
5532	4717848	3808897
5533	4718732	3808070
5534	4719517	3807162
5535	4720394	3806329
5536	4721177	3805420
5537	4721964	3804515
5538	4722853	3803691
5539	4723643	3802788
5540	4724515	3801951
5541	4725306	3801049
5542	4726183	3800216
5543	4727064	3799386
5544	4727961	3798569
5545	4728846	3797742
5546	4729730	3796915
5547	4730612	3796086
5548	4731400	3795181
5549	4732271	3794343
5550	4733058	3793438
5551	4733935	3792605
5552	4734826	3791783
5553	4735616	3790880
5554	4736492	3790046
5555	4737376	3789218
5556	4738245	3788379
5557	4739133	3787555
5558	4740020	3786730
5559	4740897	3785896
5560	4741690	3784996
5561	4742484	3784096
5562	4743274	3783193
5563	4744068	3782294
5564	4744944	3781460
5565	4745728	3780553
5566	4746615	3779728
5567	4747492	3778894
5568	4748359	3778053
5569	4749241	3777224
5570	4750128	3776399
5571	4751006	3775566
5572	4751803	3774669
5573	4752687	3773841
5574	4753481	3772942
5575	4754271	3772040
5576	4755143	3771203
5577	4756017	3770367
5578	4756897	3769536
5579	4757769	3768699
5580	4758558	3767796
5581	4759425	3766954
5582	4760303	3766122
5583	4761182	3765290
5584	4762060	3764457
5585	4762925	3763614
5586	4763810	3762787
5587	4764697	3761962
5588	4765579	3761133
5589	4766461	3760303
5590	4767346	3759476
5591	4768136	3758573
5592	4768927	3757672
5593	4769805	3756839
5594	4770686	3756009
5595	4771576	3755186
5596	4772457	3754355
5597	4773335	3753523
5598	4774120	3752617
5599	4774994	3751781
5600	4775880	3750954
5601	4776662	3750046
5602	4777545	3749218
5603	4778426	3748387
5604	4779304	3747554
5605	4780092	3746651
5606	4780881	3745748
5607	4781763	3744918
5608	4782638	3744083
5609	4783484	3743225
5610	4784280	3742328
5611	4785156	3741494
5612	4786038	3740664
5613	4786921	3739835
5614	4787716	3738937
5615	4788598	3738108
5616	4789480	3737278
5617	4790265	3736373
5618	4791144	3735541
5619	4791932	3734637
5620	4792715	3733730
5621	4793496	3732822
5622	4794370	3731986
5623	4795156	3731081
5624	4796030	3730246
5625	4796916	3729419
5626	4797703	3728515
5627	4798581	3727682
5628	4799459	3726850
5629	4800353	3726028
5630	4801233	3725197
5631	4802120	3724372
5632	4802914	3723473
5633	4803798	3722645
5634	4804588	3721744
5635	4805376	3720841
5636	4806268	3720019
5637	4807053	3719114
5638	4807939	3718287
5639	4808820	3717456
5640	4809709	3716632
5641	4810506	3715736
5642	4811295	3714834
5643	4812090	3713938
5644	4812884	3713040
5645	4813766	3712210
5646	4814641	3711374
5647	4815518	3710541
5648	4816388	3709702
5649	4817265	3708867
5650	4818155	3708044
5651	4818943	3707142
5652	4819728	3706237
5653	4820593	3705394
5654	4821461	3704553
5655	4822350	3703728
5656	4823142	3702829
5657	4824014	3701991
5658	4824891	3701158
5659	4825679	3700256
5660	4826559	3699424
5661	4827439	3698592
5662	4828330	3697769
5663	4829209	3696937
5664	4829986	3696026
5665	4830773	3695124
5666	4831572	3694230
5667	4832365	3693332
5668	4833257	3692509
5669	4834057	3691616
5670	4834938	3690786
5671	4835825	3689959
5672	4836708	3689130
5673	4837604	3688311
5674	4838492	3687485
5675	4839365	3686648
5676	4840251	3685821
5677	4841126	3684985
5678	4841999	3684148
5679	4842792	3683250
5680	4843582	3682350
5681	4844465	3681520
5682	4845263	3680626
5683	4846043	3679719
5684	4846919	3678884
5685	4847700	3677977
5686	4848485	3677073
5687	4849366	3676242
5688	4850255	3675417
5689	4851039	3674513
5690	4851924	3673684
5691	4852719	3672789
5692	4853513	3671892
5693	4854402	3671067
5694	4855276	3670230
5695	4856072	3669335
5696	4856959	3668509
5697	4857752	3667611
5698	4858630	3666778
5699	4859509	3665945
5700	4860389	3665114
5701	4861169	3664206
5702	4862052	3663376
5703	4862932	3662545
5704	4863814	3661714
5705	4864696	3660884
5706	4865583	3660057
5707	4866376	3659160
5708	4867169	3658263
5709	4868054	3657434
5710	4868934	3656603
5711	4869817	3655773
5712	4870599	3654867
5713	4871384	3653964
5714	4872257	3653127
5715	4873140	3652297
5716	4874027	3651471
5717	4874904	3650636
5718	4875775	3649797
5719	4876660	3648969
5720	4877526	3648126
5721	4878411	3647298
5722	4879197	3646396
5723	4879983	3645494
5724	4880876	3644671
5725	4881758	3643841
5726	4882629	3643002
5727	4883505	3642167
5728	4884393	3641341
5729	4885271	3640507
5730	4886150	3639674
5731	4887034	3638845
5732	4887913	3638012
5733	4888793	3637180
5734	4889585	3636282
5735	4890362	3635374
5736	4891152	3634475
5737	4891942	3633575
5738	4892818	3632741
5739	4893605	3631839
5740	4894484	3631006
5741	4895359	3630170
5742	4896235	3629335
5743	4897017	3628430
5744	4897812	3627535
5745	4898610	3626643
5746	4899403	3625746
5747	4900276	3624908
5748	4901065	3624009
5749	4901858	3623112
5750	4902739	3622281
5751	4903625	3621453
5752	4904496	3620614
5753	4905381	3619785
5754	4906173	3618888
5755	4907056	3618058
5756	4907931	3617222
5757	4908724	3616327
5758	4909600	3615491
5759	4910384	3614588
5760	4911270	3613760
5761	4912154	3612931
5762	4913031	3612097
5763	4913903	3611258
5764	4914785	3610427
5765	4915669	3609598
5766	4916544	3608762
5767	4917331	3607862
5768	4918214	3607031
5769	4919103	3606206
5770	4919993	3605380
5771	4920883	3604555
5772	4921665	3603651
5773	4922550	3602822
5774	4923432	3601991
5775	4924314	3601160
5776	4925202	3600333
5777	4925991	3599435
5778	4926770	3598528
5779	4927660	3597703
5780	4928446	3596802
5781	4929235	3595903
5782	4930118	3595073
5783	4930897	3594167
5784	4931784	3593339
5785	4932656	3592501
5786	4933543	3591674
5787	4934332	3590775
5788	4935127	3589880
5789	4936013	3589053
5790	4936812	3588161
5791	4937601	3587263
5792	4938491	3586437
5793	4939372	3585606
5794	4940258	3584777
5795	4941146	3583950
5796	4942032	3583122
5797	4942918	3582294
5798	4943795	3581459
5799	4944670	3580623
5800	4945547	3579788
5801	4946421	3578951
5802	4947302	3578120
5803	4948089	3577219
5804	4948971	3576388
5805	4949857	3575560
5806	4950742	3574731
5807	4951627	3573901
5808	4952505	3573067
5809	4953392	3572239
5810	4954267	3571403
5811	4955151	3570574
5812	4956029	3569739
5813	4956823	3568845
5814	4957709	3568016
5815	4958499	3567118
5816	4959276	3566211
5817	4960072	3565318
5818	4960864	3564422
5819	4961640	3563515
5820	4962433	3562619
5821	4963385	3561838
5822	4964160	3560930
5823	4965043	3560100
5824	4965927	3559269
5825	4966805	3558435
5826	4967695	3557609
5827	4968581	3556781
5828	4969466	3555952
5829	4970341	3555115
5830	4971224	3554285
5831	4972095	3553445
5832	4972977	3552613
5833	4973851	3551776
5834	4974741	3550950
5835	4975532	3550054
5836	4976329	3549161
5837	4977210	3548330
5838	4978096	3547500
5839	4978892	3546608
5840	4979776	3545778
5841	4980665	3544951
5842	4981464	3544060
5843	4982346	3543229
5844	4983138	3542333
5845	4984023	3541504
5846	4984817	3540609
5847	4985697	3539777
5848	4986586	3538950
5849	4987472	3538121
5850	4988355	3537290
5851	4989240	3536461
5852	4990119	3535627
5853	4990912	3534732
5854	4991707	3533839
5855	4992582	3533002
5856	4993462	3532169
5857	4994244	3531266
5858	4995032	3530368
5859	4995917	3529539
5860	4996806	3528712
5861	4997682	3527876
5862	4998569	3527048
5863	4999456	3526219
5864	5000335	3525385
5865	5001227	3524561
5866	5002114	3523732
5867	5002997	3522901
5868	5003784	3522002
5869	5004565	3521100
5870	5005446	3520267
5871	5006326	3519433
5872	5007106	3518530
5873	5007978	3517691
5874	5008864	3516862
5875	5009654	3515965
5876	5010438	3515065
5877	5011328	3514238
5878	5012212	3513408
5879	5013099	3512579
5880	5013982	3511748
5881	5014860	3510914
5882	5015735	3510077
5883	5016617	3509245
5884	5017499	3508412
5885	5018287	3507515
5886	5019180	3506691
5887	5020062	3505859
5888	5020855	3504964
5889	5021745	3504138
5890	5022625	3503304
5891	5023514	3502477
5892	5024307	3501583
5893	5025193	3500754
5894	5026081	3499926
5895	5026968	3499097
5896	5027759	3498202
5897	5028634	3497364
5898	5029424	3496468
5899	5030292	3495626
5900	5031077	3494727
5901	5031961	3493896
5902	5032754	3493002
5903	5033646	3492177
5904	5034423	3491272
5905	5035311	3490444
5906	5036200	3489617
5907	5037084	3488786
5908	5037962	3487951
5909	5038748	3487052
5910	5039622	3486215
5911	5040512	3485388
5912	5041299	3484490
5913	5042083	3483590
5914	5042966	3482758
5915	5043758	3481864
5916	5044547	3480967
5917	5045330	3480067
5918	5046218	3479239
5919	5047096	3478404
5920	5047973	3477568
5921	5048844	3476728
5922	5049717	3475890
5923	5050501	3474990
5924	5051377	3474154
5925	5052250	3473315
5926	5053141	3472489
5927	5054019	3471654
5928	5054903	3470823
5929	5055783	3469989
5930	5056575	3469095
5931	5057465	3468268
5932	5058351	3467439
5933	5059236	3466608
5934	5060018	3465707
5935	5060817	3464818
5936	5061604	3463920
5937	5062492	3463092
5938	5063383	3462266
5939	5064177	3461373
5940	5065053	3460537
5941	5065934	3459704
5942	5066717	3458804
5943	5067509	3457910
5944	5068398	3457082
5945	5069279	3456249
5946	5070159	3455415
5947	5070950	3454521
5948	5071838	3453692
5949	5072723	3452862
5950	5073603	3452028
5951	5074386	3451128
5952	5075178	3450234
5953	5076052	3449396
5954	5076929	3448560
5955	5077814	3447730
5956	5078599	3446832
5957	5079482	3445999
5958	5080370	3445171
5959	5081163	3444278
5960	5081952	3443382
5961	5082742	3442487
5962	5083671	3441687
5963	5084542	3440847
5964	5085409	3440004
5965	5086202	3439111
5966	5087088	3438281
5967	5087879	3437387
5968	5088662	3436488
5969	5089542	3435654
5970	5090331	3434759
5971	5091198	3433915
5972	5092076	3433080
5973	5092949	3432242
5974	5093832	3431410
5975	5094712	3430575
5976	5095591	3429741
5977	5096471	3428907
5978	5097260	3428012
5979	5098043	3427113
5980	5098932	3426284
5981	5099815	3425452
5982	5100619	3424567
5983	5101515	3423744
5984	5102295	3422843
5985	5103174	3422008
5986	5103953	3421106
5987	5104749	3420216
5988	5105622	3419377
5989	5106504	3418545
5990	5107297	3417652
5991	5108095	3416763
5992	5108979	3415932
5993	5109856	3415095
5994	5110744	3414267
5995	5111622	3413431
5996	5112493	3412591
5997	5113292	3411703
5998	5114174	3410870
5999	5115057	3410038
6000	5115861	3409153
6001	5116747	3408323
6002	5117642	3407498
6003	5118552	3406685
6004	5119429	3405848
6005	5120298	3405007
6006	5121171	3404168
6007	5122055	3403336
6008	5122831	3402433
6009	5123619	3401537
6010	5124413	3400646
6011	5125301	3399817
6012	5126095	3398926
6013	5126969	3398088
6014	5127849	3397253
6015	5128642	3396361
6016	5129519	3395525
6017	5130296	3394623
6018	5131176	3393788
6019	5131971	3392898
6020	5132855	3392066
6021	5133734	3391231
6022	5134511	3390329
6023	5135397	3389499
6024	5136190	3388607
6025	5137078	3387777
6026	5137956	3386942
6027	5138827	3386102
6028	5139619	3385209
6029	5140413	3384318
6030	5141284	3383478
6031	5142072	3382583
6032	5142997	3381778
6033	5143889	3380952
6034	5144777	3380122
6035	5145570	3379231
6036	5146364	3378340
6037	5147250	3377510
6038	5148141	3376683
6039	5148941	3375795
6040	5149826	3374965
6041	5150704	3374128
6042	5151579	3373291
6043	5152370	3372398
6044	5153168	3371510
6045	5153951	3370612
6046	5154819	3369770
6047	5155705	3368939
6048	5156588	3368107
6049	5157471	3367274
6050	5158346	3366437
6051	5159235	3365608
6052	5160132	3364784
6053	5161002	3363944
6054	5161891	3363114
6055	5162769	3362279
6056	5163659	3361450
6057	5164454	3360561
6058	5165252	3359673
6059	5166142	3358845
6060	5167018	3358008
6061	5167893	3357169
6062	5168672	3356269
6063	5169459	3355374
6064	5170331	3354534
6065	5171117	3353639
6066	5172004	3352809
6067	5172880	3351971
6068	5173673	3351080
6069	5174469	3350192
6070	5175362	3349365
6071	5176236	3348527
6072	5177026	3347634
6073	5177817	3346742
6074	5178696	3345906
6075	5179579	3345074
6076	5180452	3344234
6077	5181240	3343340
6078	5182116	3342503
6079	5183004	3341674
6080	5183799	3340784
6081	5184588	3339891
6082	5185376	3338997
6083	5186162	3338101
6084	5187028	3337258
6085	5187804	3336356
6086	5188692	3335527
6087	5189567	3334689
6088	5190434	3333846
6089	5191216	3332948
6090	5192096	3332113
6091	5192980	3331281
6092	5193857	3330445
6093	5194736	3329609
6094	5195516	3328710
6095	5196406	3327882
6096	5197199	3326991
6097	5198084	3326160
6098	5198965	3325325
6099	5199756	3324434
6100	5200635	3323598
6101	5201517	3322765
6102	5202406	3321936
6103	5203186	3321037
6104	5204058	3320197
6105	5204949	3319369
6106	5205733	3318473
6107	5206526	3317583
6108	5207317	3316692
6109	5208195	3315856
6110	5209078	3315023
6111	5209856	3314123
6112	5210645	3313230
6113	5211517	3312390
6114	5212310	3311500
6115	5213189	3310665
6116	5213971	3309768
6117	5214767	3308879
6118	5215561	3307990
6119	5216446	3307158
6120	5217328	3306325
6121	5218218	3305496
6122	5219110	3304669
6123	5220001	3303841
6124	5220875	3303002
6125	5221759	3302170
6126	5222646	3301340
6127	5223524	3300503
6128	5224314	3299612
6129	5225194	3298776
6130	5226080	3297945
6131	5226967	3297115
6132	5227853	3296284
6133	5228641	3295391
6134	5229531	3294562
6135	5230402	3293721
6136	5231286	3292889
6137	5232166	3292053
6138	5232954	3291161
6139	5233829	3290323
6140	5234712	3289489
6141	5235497	3288594
6142	5236282	3287700
6143	5237169	3286869
6144	5238047	3286032
6145	5238837	3285141
6146	5239623	3284247
6147	5240508	3283415
6148	5241294	3282521
6149	5242167	3281681
6150	5243043	3280844
6151	5243932	3280014
6152	5244804	3279174
6153	5245585	3278277
6154	5246465	3277442
6155	5247338	3276603
6156	5248223	3275771
6157	5249008	3274876
6158	5249894	3274045
6159	5250769	3273207
6160	5251555	3272313
6161	5252438	3271479
6162	5253226	3270587
6163	5254111	3269755
6164	5255002	3268927
6165	5255800	3268040
6166	5256588	3267148
6167	5257374	3266254
6168	5258263	3265424
6169	5259134	3264584
6170	5260018	3263751
6171	5260907	3262921
6172	5261690	3262026
6173	5262576	3261194
6174	5263461	3260362
6175	5264252	3259472
6176	5265136	3258639
6177	5266016	3257804
6178	5266907	3256975
6179	5267698	3256085
6180	5268579	3255250
6181	5269368	3254359
6182	5270253	3253526
6183	5271140	3252695
6184	5272016	3251858
6185	5272900	3251025
6186	5273779	3250189
6187	5274666	3249357
6188	5275548	3248523
6189	5276329	3247627
6190	5277122	3246739
6191	5277909	3245845
6192	5278700	3244956
6193	5279586	3244124
6194	5280374	3243232
6195	5281256	3242398
6196	5282037	3241502
6197	5282906	3240660
6198	5283788	3239825
6199	5284657	3238983
6200	5285536	3238147
6201	5286417	3237312
6202	5287196	3236415
6203	5287977	3235519
6204	5288861	3234686
6205	5289645	3233792
6206	5290435	3232901
6207	5291325	3232072
6208	5292115	3231182
6209	5292994	3230346
6210	5293870	3229508
6211	5294658	3228616
6212	5295528	3227774
6213	5296406	3226938
6214	5297278	3226097
6215	5298164	3225266
6216	5299044	3224430
6217	5299838	3223542
6218	5300728	3222713
6219	5301604	3221875
6220	5302489	3221043
6221	5303287	3220157
6222	5304073	3219264
6223	5304868	3218377
6224	5305751	3217543
6225	5306634	3216710
6226	5307412	3215813
6227	5308201	3214922
6228	5309094	3214094
6229	5309966	3213254
6230	5310848	3212420
6231	5311642	3211532
6232	5312532	3210702
6233	5313410	3209866
6234	5314296	3209033
6235	5315185	3208203
6236	5316081	3207377
6237	5316868	3206485
6238	5317656	3205594
6239	5318533	3204757
6240	5319425	3203928
6241	5320201	3203030
6242	5321088	3202199
6243	5321978	3201369
6244	5322844	3200525
6245	5323630	3199633
6246	5324421	3198743
6247	5325307	3197912
6248	5326195	3197081
6249	5327079	3196247
6250	5327859	3195352
6251	5328729	3194510
6252	5329607	3193673
6253	5330493	3192840
6254	5331284	3191951
6255	5332165	3191116
6256	5333033	3190273
6257	5333916	3189439
6258	5334788	3188599
6259	5335665	3187761
6260	5336554	3186931
6261	5337431	3186093
6262	5338303	3185252
6263	5339187	3184419
6264	5339981	3183532
6265	5340865	3182699
6266	5341754	3181868
6267	5342621	3181025
6268	5343422	3180142
6269	5344309	3179309
6270	5345090	3178415
6271	5345964	3177575
6272	5346852	3176744
6273	5347645	3175857
6274	5348531	3175024
6275	5349402	3174183
6276	5350289	3173351
6277	5351078	3172461
6278	5351870	3171573
6279	5352744	3170733
6280	5353631	3169902
6281	5354519	3169071
6282	5355403	3168237
6283	5356286	3167403
6284	5357063	3166506
6285	5357952	3165675
6286	5358835	3164840
6287	5359612	3163944
6288	5360499	3163112
6289	5361294	3162226
6290	5362089	3161339
6291	5362959	3160498
6292	5363844	3159665
6293	5364623	3158769
6294	5365497	3157929
6295	5366382	3157096
6296	5367264	3156261
6297	5368149	3155428
6298	5369035	3154596
6299	5369818	3153702
6300	5370707	3152872
6301	5371593	3152039
6302	5372468	3151200
6303	5373348	3150364
6304	5374146	3149479
6305	5375016	3148637
6306	5375803	3147747
6307	5376584	3146853
6308	5377472	3146021
6309	5378352	3145185
6310	5379141	3144296
6311	5380029	3143464
6312	5380912	3142630
6313	5381692	3141735
6314	5382478	3140844
6315	5383360	3140009
6316	5384243	3139175
6317	5385033	3138286
6318	5385822	3137396
6319	5386617	3136511
6320	5387497	3135674
6321	5388285	3134785
6322	5389161	3133946
6323	5389944	3133054
6324	5390731	3132163
6325	5391615	3131330
6326	5392401	3130439
6327	5393276	3129600
6328	5394156	3128764
6329	5395036	3127927
6330	5395831	3127042
6331	5396715	3126208
6332	5397593	3125371
6333	5398372	3124476
6334	5399262	3123645
6335	5400060	3122762
6336	5400952	3121932
6337	5401833	3121097
6338	5402620	3120207
6339	5403405	3119316
6340	5404281	3118477
6341	5405158	3117639
6342	5405943	3116748
6343	5406821	3115911
6344	5407607	3115020
6345	5408398	3114132
6346	5409286	3113301
6347	5410172	3112468
6348	5410952	3111574
6349	5411838	3110741
6350	5412721	3109907
6351	5413504	3109015
6352	5414298	3108129
6353	5415086	3107240
6354	5415959	3106400
6355	5416739	3105506
6356	5417527	3104617
6357	5418404	3103779
6358	5419285	3102943
6359	5420071	3102053
6360	5420856	3101162
6361	5421724	3100319
6362	5422604	3099483
6363	5423485	3098647
6364	5424279	3097761
6365	5425164	3096928
6366	5426046	3096093
6367	5426840	3095207
6368	5427715	3094368
6369	5428602	3093536
6370	5429490	3092704
6371	5430271	3091811
6372	5431151	3090975
6373	5432029	3090137
6374	5432901	3089296
6375	5433781	3088460
6376	5434567	3087570
6377	5435446	3086733
6378	5436243	3085850
6379	5437134	3085019
6380	5438010	3084181
6381	5438900	3083350
6382	5439776	3082511
6383	5440666	3081680
6384	5441457	3080793
6385	5442342	3079960
6386	5443133	3079073
6387	5444013	3078236
6388	5444885	3077395
6389	5445768	3076560
6390	5446654	3075727
6391	5447537	3074892
6392	5448328	3074006
6393	5449119	3073119
6394	5449904	3072229
6395	5450782	3071391
6396	5451573	3070504
6397	5452447	3069664
6398	5453328	3068828
6399	5454205	3067990
6400	5455078	3067150
6401	5455875	3066266
6402	5456675	3065385
6403	5457458	3064494
6404	5458335	3063655
6405	5459215	3062819
6406	5460105	3061988
6407	5460986	3061152
6408	5461874	3060320
6409	5462664	3059433
6410	5463453	3058545
6411	5464228	3057650
6412	5465119	3056819
6413	5466007	3055987
6414	5466802	3055103
6415	5467595	3054217
6416	5468375	3053325
6417	5469251	3052486
6418	5470038	3051597
6419	5470912	3050757
6420	5471800	3049926
6421	5472689	3049094
6422	5473483	3048209
6423	5474373	3047378
6424	5475156	3046488
6425	5476039	3045652
6426	5476923	3044818
6427	5477706	3043927
6428	5478587	3043091
6429	5479465	3042253
6430	5480259	3041369
6431	5481144	3040535
6432	5482025	3039699
6433	5482900	3038859
6434	5483692	3037974
6435	5484578	3037140
6436	5485372	3036256
6437	5486258	3035422
6438	5487047	3034536
6439	5487926	3033698
6440	5488805	3032861
6441	5489693	3032028
6442	5490572	3031191
6443	5491459	3030358
6444	5492343	3029523
6445	5493131	3028636
6446	5494018	3027803
6447	5494903	3026969
6448	5495790	3026136
6449	5496579	3025249
6450	5497461	3024413
6451	5498346	3023579
6452	5499229	3022744
6453	5500108	3021906
6454	5500894	3021017
6455	5501777	3020182
6456	5502665	3019350
6457	5503460	3018466
6458	5504347	3017633
6459	5505137	3016747
6460	5506018	3015910
6461	5506901	3015075
6462	5507688	3014187
6463	5508467	3013295
6464	5509347	3012458
6465	5510235	3011626
6466	5511120	3010791
6467	5511914	3009907
6468	5512798	3009072
6469	5513678	3008235
6470	5514578	3007409
6471	5515450	3006568
6472	5516339	3005736
6473	5517212	3004895
6474	5518012	3004014
6475	5518897	3003180
6476	5519780	3002344
6477	5520571	3001459
6478	5521445	3000618
6479	5522329	2999783
6480	5523221	2998953
6481	5524097	2998114
6482	5524988	2997282
6483	5525868	2996445
6484	5526752	2995610
6485	5527535	2994721
6486	5528412	2993882
6487	5529276	2993036
6488	5530060	2992146
6489	5530847	2991259
6490	5531629	2990369
6491	5532422	2989485
6492	5533202	2988594
6493	5534084	2987757
6494	5534961	2986918
6495	5535752	2986033
6496	5536636	2985198
6497	5537412	2984305
6498	5538295	2983469
6499	5539181	2982636
6500	5540061	2981798
6501	5540948	2980965
6502	5541824	2980125
6503	5542693	2979282
6504	5543563	2978440
6505	5544443	2977602
